Item Name,Item Rating,Total number of ratings,Item Price,Item Delivery Date,Item Url
jbl l220 vintage oracle speakers,0.0,0,1973.0,,https://www.ebay.com/itm/234126509728?hash=item36830706a0:g:TFAAAOSwxhdhDuOg
JBL partyboost Boombox 2 Camouflage Portable Bluetooth Speaker sn:ndo612lk001248,0.0,0,380.0,,https://www.ebay.com/itm/265440280506?hash=item3dcd793fba:g:HNwAAOSwHXJhrun~
JBL Flip 5 Portable Bluetooth Speaker - Black - USED *Speaker Only*,0.0,0,60.0,,https://www.ebay.com/itm/334247533100?hash=item4dd2b49a2c:g:-tsAAOSw8FxhsQo3
New Listingjbl bluetooth speaker flip 5,0.0,0,45.0,,https://www.ebay.com/itm/304261776454?hash=item46d76a4446:g:Oe0AAOSwlcBhtT4G
JBL Charge 4 Black Open Box Portable Bluetooth Speaker W/ Built in Battery Bank,4.5,522,99.0,,https://www.ebay.com/itm/144312532445?epid=18030522444&_trkparms=ispr%3D1&hash=item2199b27ddd:g:Pl8AAOSwAB1hpoJc&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS9d9gBrkNbRQtRn8MVXnYkpikdcRakjTUueklPCkr%252BB1Ts%252BoqM16a%252BXLBYRDE7uug2qwlFFfxdL6HV5nAdNcJ5woFonl2VMU3AwFayftZvx32HO4Ft97ARDxSGZQeozSLRrQPXEq2xVbN6emHYXhly7tV3HcXO%252FMQ61RZa2wcKmC2MjZGd9HTTZAtIqIymp%252BYHi9iiBTYim%252Bi8u94hhN9z7j7Qatm9a9AEGNMx8yH5QSlen8K%252FK2dwA7emj%252F3MRvpglUx9b6Gv6EE0yHNV6NvFLQ%252FiTzcVe%252BX%252BBn7Na7QPim4G5phAVFbm9YZiQzOFYbIROpf1z0iNcGmvI%252F7ACUyEiboCGIf3I9rVDWRJ7LaftQtcTGUspu328zB6DPo3TPQmeCWNEUf02KLefiYrzi%252F8QS4RW9myG%252BK5CkvjbWaei9KkGm6wp6PK5JOjfF8pNkHFd5M32xKU9IMGZPNJoY0mZz5lhMnAksxo6urZRngFBoNDWeoAcN92%252BJmnMKLI7GOdYL3DRMhQXzFJjSrBELmywdmnv6Lhx39PVoDUoJrB7m2qz8li3LoU4Zwnp4mluy7d9p6IJfkvw44lL3Xxk0S0a%252FLaHNtNP9TgOJNyWC7wiANGjtmBZtHTLXRiTNUpm3WhemzuUkcdOTM7OEOe0W6yW8OKbSM8JJHXlbf%252BKPr92vxtDDhIZQww0cVhXe2muqltOj61QMzq311RmlgLiq%252Ftuv8eWTWT75ri9EGdE5dfq92NGQKHb0B355rq2kRkVg503V4Suxc1Or2E7kOB1GC3eZqHoaQKBWpBTmrD1FGr2cj8f9mIq6UWi%252BZYYkgaMCS%7Cclp%3A2334524%7Ctkp%3ABFBM8OqnirZf
JBL Go 3 Portable Bluetooth Speaker (Red),5.0,17,49.95,,https://www.ebay.com/itm/203301795935?epid=7042216994&_trkparms=ispr%3D1&hash=item2f55bb385f:g:4lcAAOSwwdRfrqIC&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSjVt3vLKCbov98Z19qhuwYyIAm7o4CP8krdpIwGpdaoZ4G7JDDpBe9uWMnKYk3nyuQsCO1skigrPrLXSYOSUa5ZB8U6qQrYOgAyySqct83Ajk1oGxHu7VhnKqfZ2I3OfI6sz0L60p2E9kJACbcad8BDdIsPepIV1nrZMi0IXOxLBy%252Bi0Y5GZoCUQMs6arCFcGtf3U7ygh9M9rtS4mQeflWPJrJ2evXgIp0y7Lj35Udsxe32R7AYEK4c3ABfzUFyLfRLYH9p6%252BfWu9KwbQI7faHL8cowg5MvYW3zZbVUUTXdBoxTKGfuesqh5nUjbbGHp3HkGamLDY1GCqKkwhOioqKTVj2KLAya1uqP0ChkquMOKT7IbIDzgOuAI1NqiGnsAfnwdZ0AENKsHUktCaWEvlJY5jzcSy4LNknoNkxfsMwbp79qGMIC43u8DBjw5NIyZ2p5dgTScPsxvizhEMZAVvuRsdrgSsxnfgdoznaaXiE2jdH7svo2JKXVoyMH%252FZeZhVX7fY3CAZ3nPMLIJ1zZ4tjEzElkK9i2ppVs9fOOTNzr3JcB8pysKTEqmIDuKk3fT0qTvNMz2t9FBlHf3wChLhQMqzE6pe4YOMDlrTWOwkat1xBei0HMrpCe4pl6CDYp8ktXeoxeWYEpsWzmC8wrdgxW%252Bivc00Y3dj3Of%252FfuA8Ha6ToHAKMWk1WfWs7va8Bt7MKcHcgz%252B0caPsBDzTgY3JNJ8CEIUzGNZgbgPxXUvbNB3Q5EmB3GKmjwgT9aShRT8iwZcOnbW0dzsWZVehRgBgB%252BL%252BrOS1CrMwkN2lA1CuD15crfIbtuO5xFedu21OuXsu%7Cclp%3A2334524%7Ctkp%3ABFBM_MmoirZf
JBL Charge 2 Portable Bluetooth Speaker - Black 💎GOOD💎,5.0,4,69.98,,https://www.ebay.com/itm/393744385930?epid=1930462652&_trkparms=ispr%3D1&hash=item5bacfe878a:g:xSwAAOSwWphhpPjk&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSU8qUIAeVPdz29zRlje3Lg2lii0PgV6kI5gtfDsDP5L%252B3gVzp7Um9tyRDBeR6cuGmiyGr0K6mECFrfFE53WB3yFhGbJsQ%252BYvvvCDB9%252BL0NgmOM9tPdwGFBDZxMX2pTSpL9Wtuyfc9ziWDjJgkIvkexTVD%252BXIztynFcXi3CD9OuHvvdHvaoz3bo0suJfm1BmlJRg7XAC5arsYCoqaX31PjxL8pjS89PFVOaERBd6p8zXNGjYQER3jrHWhyuV%252FNksP8rzk3NON3pEjItX%252FuREyj32IpPIeCSvnWUD7GLcD9kf5EuxNqtFKeBya9VIQJttAh%252FTWH9PfWfLnj6WBbMkYKsU0G57qjJSRiULEEjjAMil5iM1Lcg2m3QxY1Ioq6uZUie08Gin5ILEABSp67XpBQvz63wZ6NM3Yl4aPQb1VQBlrZ4Jo1ts%252Fce90IbSdSCHDVs1Na%252Bt7bayx14b1IvOWEoP1CossDIBGnrN7bXRqQVdvhqfTQnGv%252BTXCQnIKkJXvw0tr4oeMA8V614aBF%252FbQQxPqqiUlYAHOMppOXZU6XC4M5T%252FWWLpVyhYcraQfUlbh3MDlwhD3NWW4sGQYmXnI4C8cRUpMOBkJfTu%252F4SunGMZkbmOa8RBr17DowLGpeXfipA8qyxNnb%252FRad147qcNS%252BwAg37Bbs1gSK2ClhmGt%252FPYft%252FGDjV%252F99qXCGxVQHy01kAXZgagqSpHcn%252B1sT41dgQwOnZd0qp4ulwefSn21RIkR42ott0KUeVCCDfaKTT7eyZQZG3WNJB7%252BpxKlnhFx44D1RN21PAJVJe8FelQw62u2wu4nWhKiuJpp6bgwIoJxq%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
NEW JBL Clip 3 Pink Speaker Portable Wireless Bluetooth Waterproof Rechargeable,5.0,11,44.55,,https://www.ebay.com/itm/114143389389?epid=24034026411&_trkparms=ispr%3D1&hash=item1a9379e6cd:g:5CcAAOSwtkheYmYb&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLhvhomrSngOld9rXvGcnBqutJ8q%252B6YUOKPzH%252FfKnsNz0fZXJWHakUF32pPxLbPttrYBQHbKm0ItVAX3x1RyxkEa%252BMDisMXpHtwlYBSCPuytT%252Bl2%252Fw8PfY6e1V2ozN0rNgX7as%252Bwp%252FdZ%252BulrFFquC3xxv5cd503hRQNrS7xdw8nre7RQE9F%252BCBbFWx7U7GIEQ0lLkJo5CXD0elLHSj6dedeDARfqcTTbt9JalIci2FuUozmjqkHR6FGDR%252B2hone7lP%252FMCRXfmEV1nTaqHPk%252BbW7c3tcEaFuI7DspI3DXGuRicSWYWqfcXp9wcNWs%252Fko6LNj0prjVac%252Bb8XjBxPg0DyZ2jNipzerIKyEvxkGu3%252BwK%252FdHTVPsFdHsjhOa3pjkpOIuyYpj7F400gY%252FyuQeYG1UQMlxJKmWBBQnVo6dy3xLdHsf84nQHM7jsGCOQ4e6HS2iZNG2GaqO1NKJWzPCND%252BeOJO9P2G1l%252FhtmgbgYEd8WvLu41wqHlyKE%252B0HkzoosSppPxzD951BOgYDFftbjdjePHYf5ZzoBGXlEmFOQUEaYB79Tbe76hEmOKpU2Oj5dxv2dEqpojHvJDWKR9nBQ%252BX52Nxd%252FNi%252B0Ws9qvTNcn9%252FMqMNKAiCGdE44OiljGVNpWvjJHjAZAAR%252Fgkn1Ih9bkzYdgDqw8tObuPNq79zs80TQwjGgGHvg8%252Bu4tgrht3kFgTiFEnzz4So5aVLeeWnNI6Wam1e1MILb8AxRRIP3ZA%252BDrsXljmMRiv6LfHTCYgBfhI1H1gZEV%252BNJvj96CKdYpN83zEiWky%252BK1Tv%252FkXG17gY5z%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
JBL - GO3 Portable Waterproof Wireless Speaker - Teal *GO3TEAL,5.0,5,37.99,,https://www.ebay.com/itm/165223365912?epid=14042209815&_trkparms=ispr%3D1&hash=item2678147d18:g:tVgAAOSwLH5hsQOf&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRpEcLokvRnZ%252BibPASeN2IVxo9wBcgOEu7bIUl459zs7B9w9JgcECk5M5%252F70KkwztK6MR%252FjZMLzBQrRuvkdhK6v7rYHPLaMi1fl%252FT0c7xQQMVs6bmB13BoFevtvVUT6U%252BpY%252FaR3%252BK6Pmx1jN%252BAflaa%252BQiHI%252FFuOoU7EsBOa86mNaMwmdkuQU%252B4XbxsrPOvaxDbZYCfhdWOv70PSAlrVr%252B1xY5uEFNWXBwGgt5pkNKzY5fb3e%252Bu8eWI87akr3xfX%252FWaO%252FNn05BlG8Tn84RtHAhZFeV7f4hBZZL%252FtrflMwWqjyUYNEOeZPHyBSaGGgmukauQJyL4qQYhfl9CGQcFYL6f9VmRrjQeonAIuqniWjNJU7eO32Bj8LpSvnRrpNlOpGK2MZc%252BNYbTGlD2kHf%252B1HXAkgc%252FuwfK0k8uV4AtOtDOfTr7tDRC25L3L7d8bpfY1upwrWvm2xlWUklBJTDZNvy1ZQDmUvGwLtx4RVkb66hDxokQRmzomA96LI8UKiIWOPA6s76wV%252FKzfoKK92A0yn5ATvpUPuS127xvJddB17Go2G15IdH3xaXTdNMr9T5Xy4H7yVZJzb4qfNUcnBWiURncado5RLiov0mGfJRPKDE2xGXSNIOT3sjXDgsIeEqSOdH6l6%252FNsPHqJMiNorXnMujx8XB1kVz917Xn0KOTmh5mtLDJ%252FwMc06b%252F60pcjW6Hd%252FN%252BNJM0PVUn0B0WpAeuc88BKsRAPBflh45OW1Kur42FZIV9I1OaXGELZOS%252FuyPo6oyXnH8F02sxOo6vYBx%252Bmq2MarT3gcRDXg%252FxD%252BHMa5DcvfA%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
JBL CHARGE 4 PORTABLE BLUETOOTH SPEAKER (BLK),5.0,2,57.0,,https://www.ebay.com/itm/185205540456?epid=17033799048&hash=item2b1f1c4668:g:M0YAAOSwpphhsTTk
JBL Charge 5 Squad Bluetooth Speaker,5.0,1,179.95,,https://www.ebay.com/itm/154453428865?epid=16047489733&_trkparms=ispr%3D1&hash=item23f6244a81:g:62wAAOSwVphgnt6T&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsStEKTPzZMfQmny3knR97t0OReICElB1zPGIfYpunbA9IaK8X4vr5gt89ozoO7LqG7OKoQiZ1qjAmIEtj3Q1%252B%252FBGb2T8esi82U2vB3Cmv63vGL%252Ft10vCAm%252BFSt2jRvpx3APWk0O7vYtrrEdIrpMJrzZ5k%252FjzSxAfMKCQ%252FrGll3wFbuO0PGCnldK6XfQDcIQuJsYAm4AnlQbC%252FUpUtL9NF5gNL9iu8QCQaBP0TJFKsuKltJOH3ehcbp17%252FJdjlhBi2yXpmFNejVaVdZzKII8LOjxeITMH%252FWJduhLeFzfGSRYTSzXk%252BLuETD%252B4Og0YRjTUCdTMcATqEva%252BQ0biiklx2tm3aER7zPFxkIdwKkyq3T57ueps8eSaedzaONyTKRTbXhLg07yJAlEw4qxYBgjlB%252BgCXDLjx3KW8pX1W%252FLY0wURu0bW%252Fe5ZpTtxM2IoAM9rBl2iYLED1JF%252FPU3IoD17iuVG6mfuY%252B3TTnJvyao%252Fm7PVL%252BMi1Zbe77HKWKyzjmk%252F%252BEZ%252BaLKGl6OlPDkllxe1SYwoe8wAn9E5JX0vpi22UOw2%252FOQ4tSppW%252FeVQ6cjA9cqSGCh8SUc2mQOthDdobptrxJJejesDKQpdZXkkmiMcU7CL75KB9H6zlZh%252F%252BKLtUSLVoYskYGohKy0qaTWv%252FpFluvcY6CyXkxpFJsBCdP9ZNuo6CupltKUCKYuUBNUOv6z5VhN1%252FDQAyS0PHV%252FJz2%252BJEiecEpAw3LTcUMI3vhpdVj6bwss4Lsdsk3aGI4FeBpKjjY1pXq%252FnV9pQI1OLLEKO6KvICYVsMWzYxC5xf23pFgvENc9k8XofXtEfb%252FIC0h6Md%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
JBL LE25-2 TWEETER,0.0,0,29.99,,https://www.ebay.com/itm/154736715919?hash=item240706e88f:g:UW4AAOSwd~Rhrnms
JBL Extreme3 Portable Bluetooth Speaker - Black,5.0,33,219.0,,https://www.ebay.com/itm/353801427225?epid=26043339325&hash=item5260355919:g:F3UAAOSwAslhr4~P
JBL Xtreme 3 Wireless Speaker-Powers ON,0.0,0,177.5,,https://www.ebay.com/itm/353806905120?hash=item526088ef20:g:t10AAOSwXdRhtA0r
JBL 4301B Professional Series Broadcast Monitor Speakers,0.0,0,700.0,,https://www.ebay.com/itm/265415259454?hash=item3dcbfb753e:g:w34AAOSwVsFhmask
JBL 4312c Control Monitor Speakers,0.0,0,1200.0,,https://www.ebay.com/itm/294515795710?hash=item44928266fe:g:rnkAAOSwIwdhgX-t
JBL 4311 Control Monitor Speakers  (4311WX-A),0.0,0,760.0,,https://www.ebay.com/itm/125045446797?hash=item1d1d4a188d:g:xkwAAOSwE4BhqrK3
Unused JBL Charge 4 Portable Wireless Speaker with Cable in Bulk Pkg - BLACK,4.5,522,93.99,,https://www.ebay.com/itm/165192199409?epid=18030522444&hash=item267638ecf1:g:roMAAOSwXoRhmGQI
"New ListingJBL Go 2, Bluetooth, Waterproof, Portable, Speaker, Black",5.0,163,22.5,,https://www.ebay.com/itm/125048266888?epid=20033847825&_trkparms=ispr%3D1&hash=item1d1d752088:g:ajAAAOSwwMdhtgeN&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSxXDXcCydCuSj2Tq2S%252F3GnmS1Sqn3UyLVb7lZ1c64qxwWpRUoYc1eI7mymUffy4j15t0fPFfaRhPSxp0y94%252FLutp6%252BgOs3qbzw6Ym7tDX6etjeB6NPp6Z8VrMlJNqtVn1vcUqwBx3X%252Fh1Vg2Ol8Pis%252FrH%252F1BPj3JjRlVLFaytlhyKfV5TwwlAE%252BnKpsgwlbKix%252Bc4vmSyF2jfXjrDxZpejcudVzLFZUEXe3MyZ3XDuL8RBBCo4C1QFrM%252FhqnfDtJnDPW0Lht4yVseC4cDMyXnO7trzO3KSGHmiKyz8z6DH3hJ9GPldRxr250ZS8yRG59xObh8IS85vN%252BAx8lU8XUXHjjkEh1pDSeQg4sG1xeJa2h8%252B8ApWs3A9GX1zPfhjEtNhS5%252F%252BiSDtV4u7eQKwtzU7hOuZ3Q2ORO5EtGtRhwUllXfG%252FuMseRHfxKZRh1JR0DVnVznA6D%252FS%252FJFWNABYC5JxigKxjoERnaHEJ%252B5pnkjeP3R4K34sQ1yTf5oIbDn8J2iEMfvHMudcOxXTBvbJWBekESQBh%252BlXBmzhaqLWUc1wuH7OBY2Mb88cwEBgpScdFwdEJ43v1%252FTvHEas2mtGm%252F8WDqkC8Y%252FCls%252F6VUr8Fy4mbGahSNsWKBAxBmZV9p2rIl1FjtdIf8RgyksQY6JcIjcKX%252F%252BVfVoCaOHEJ6t827XEXKh27yDILuvW5JHP6UF8dXmigTRpfFtyyOQABPtlD44oxfOl%252BzSq8O%252FljcB3OzNYYwRXYhkrea6%252FaPRKxXMLebLOyhscsvVl4hJfgzdZkQKz1gwu0gZ6b%252BvidcpktSrDGYL4175UHiHq%252F2gEsnGV5yX%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
JBL 4408A Studio Monitor Speakers Pair,0.0,0,464.0,,https://www.ebay.com/itm/203717337419?_trkparms=ispr%3D1&hash=item2f6e7fe14b:g:ezgAAOSwUqthn8dw&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSjVt3vLKCbov98Z19qhuwY0xbD7yDlsv9SRmFaO3KkvHkyspdbif5tBGAynwHXDgywpFrvHX%252F14iTlKIPoT41%252FCgR0z%252FifsZp2aADL3F48FMvKoZYtLLAttaFiTxUao27XjV8t08uKUZ%252B2KxoELdgOosjdYtWTcLDfmTpMzU2%252F6Hmdaz%252BKCuq4wFejOsCTXjMGFWA97XTHUYTttuD0FmwGpnTJDkrTuFleM%252FA5EOnx3lenE7u7H9xLO8GWPSm7vGaQJ0bacP83GGR96LkviHExQsuTiMcyNLpN%252BWyKTxVQMt6peXrbAlhcY%252B4ETRzSDm8USbYcNq4v%252FKm%252Fq8hx37y%252Bu34sPTTAfgFaJQM299ZBPlGhmrRuDCingPrOEvStAwJCFq1TAUZ%252FyFMmbqt8ilzZ4rWkcipxmcVgUokdl9LCPmEdPRJeOzB2BSnR9CwELQHM6jihjxh2PLjTkgvFLx1vSkbkgpPpFZhkYKZs86x%252FKGLR7ZdIiQAGRI3zW%252BQC2cqk8RmImegvU%252FI41wCi5EZnbW5vwUGRnSgflL0cQjXPi7sqcShsCvlYtQGHXDIrV0FIWlRjDqCUbc%252BrCl%252FhRN7ozfKbaSCxEjadw3fUeitRo4ia%252B%252BtgfGJCOrs3qqNKcVXgmQBBs4aJgY%252Beki%252BCxQ9MMkhkXekeG1aJfv6DtSKLUYa5DlsVH1aD6K8eZF5KNTYW9vVrgW7Olpk%252BJNIbIBAs2T%252BFBUq2OxyG1faPR8tZp1X2LU9j%252BA3t6tWs%252BLLIvvSSFO2riSkAsiW6Sctog%252B2jj8z3aCKIRaEoGkyGCMboANwV8RNrFu6bpuE2KTpDmYo%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
New ListingJBL Charge 5 Portable Wireless Bluetooth Speaker - Blue *CHARGE5BLU,5.0,15,143.0,,https://www.ebay.com/itm/165230344756?epid=22046187007&_trkparms=ispr%3D1&hash=item26787efa34:g:OKgAAOSwRfJhr6ay&amdata=enc%3AAQAGAAACoPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRvIUQU4panHqA%252ByzbszdBvmMeM64%252FjFEwdWSCGikcQSOK0PWPpn1BJ7epqUjoEDFTworN9%252FqGO1xeJ9pnqQIV%252Bvj5NZ4Vya9Jnwwb02SdXaB58CfdxIfHYNNG1%252Bsf0G0AP8Wz7eJTMCf4p9hSq0vWD%252BjI%252Bhi0m%252FhbdA%252FXhP%252FseKK5tk4oDTWVPhzCnOCnDim3TcslDr5PfJzrHhifl64jORjvX9dMnTwN0z6BqX9p5JeAOpZv8jIpXMh8dVnya%252BbTYOrccka2SUBf0t1Gon7g890GnkyCT3Ey8wEs%252BQDvH7fzN24nxcVgVvkMz3YqvCxhW9AX8CqbCeIFF0svezEf%252Byn%252FH%252FkSmkS2k2VUj%252Fsmg%252Bsh67azW7MZolPNYRPdz7Rh5H0LGhQ1TYCZgEPcuRbWKf3ms3RflM3kYE9OTeVbEOwJEDH7HW1MXf%252FXda2kmLPDLOWC2azxSD6hwbwD1hSc7uuAKDLKRtA4pBgWfqONUCDaKTdZAE61M2YKAffQzf4wTVA%252Fhlqr4gSmOiP6dcVo4JXR1ZTjQbdgwUySvbDCdyKO33L%252Bl%252BQoLd7UPtmdi3MvsHpDpoRq8Fk4YHsPtKAKFzgs9iS4smybZC9sCM4fZoqFZwUus0v49ZAPYujDe3jvPlGTw0EbhqGQaD2dIooMsSvlPHd8RhMQggpsgJUIhC0ybsShDyr4zt%252F53dx7wacIyFesQosN%252BKdjREqh4gWSdaWyhR5lFY0pZE%252BbNYG0Nhukhf%252FoJFnAm9QTvB5rOaPDEwwn%252BUdNM%252FWdiLHWOJIiA228T8gr6b8AFpN31bttFygGhVD1%252FQVVGj3OX9q5WcduQ%253D%253D%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
JBL Charge 5 Portable Wireless Bluetooth Speaker - Teal *CHARGE5TEAL,0.0,0,143.0,,https://www.ebay.com/itm/165227242591?epid=7048311537&_trkparms=ispr%3D1&hash=item26784fa45f:g:sN8AAOSwJ7xhsSNI&amdata=enc%3AAQAGAAACoPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRjAmH1ghL8JQT%252BVHbNp9645xH%252FKNAxRGiOk%252B3JLSMtQjSMhGOfl6BI1ewBAwtYz8D8d0XNntoapKD3pjf9WpKV2Gf9kFfNtfPhs9PZThNjLzGsZG%252FgLpyiRdwPo2BEJeE%252Brdfjb8Z%252BiT3lLFhqmVZGK%252FpFXteIsOL98Lp43NaNlbx%252B0nJwt%252FIsYKYV4nbXFG19znpyn1b3k8nGMA535x%252Fb%252BAWLeNeU9H4TKQjDyGWLEFh4XtLKl7sPMzLIOpSINO2NCDjzYicFIOZWbVOyP1usVoe1qk0tApmER%252FseL8%252B8K8iNv2dFqCpTNW%252FPFNdkwLe89p1%252FCL%252BVkGk2%252FN73qjqOsgFk8jZqdcfXY8HYWCsbAQJe8gYHihk06uKcXKsTgtppLvismzxU1vhdiwcFQmq6XqX40QbY8a6xL01ct%252BreDqomH0K1mUieNVUOe%252F7c9ZjIxAQnXQG%252FzKHOcLbyxS1tP1EEucKjLm8aOFXg9IgCfoy5xZD9dIu4ma0mGBZfPcGdPZOT9cnW7%252FBRX7MAX1ZKhsXr50lXhMgcsyi%252FYfI45pEW0UWbJfTSPIH897%252FVhz%252BZVx1Ofx6HXhePO4MLeNyaQFFfEynREFz1Xi9HGPUit2F0jQ0%252FTDOe%252Fu6p9TeQp3LdC01vCdW2o3%252FEyWpjy7wIcnw5eg9Wy%252BVaQNnE3hLrymavTYrN7OSEgdDcDqLgUj5GJwF2i5M3QI0QZZIlRcJb4uCLqX0DD5jmQSYVt%252F9uwkapRymSW3u9P6tAM5HylIIgQkPX5x75e6Tj8w0bDsW%252FFVPvJ%252FxQXktnyWNiw81elQBy1BaEI8YDf3mCLSLwP5HQ%253D%253D%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
NEW JBL Clip 4 Portable Bluetooth Speaker - Black NEW,4.5,17,39.0,,https://www.ebay.com/itm/353805307528?epid=24043323142&hash=item5260708e88:g:Bj8AAOSwf~dhqUyH
JBL Flip 4 Trio Portable Bluetooth Speaker,4.5,21,99.95,Free 3 day shipping,https://www.ebay.com/itm/174543355705?epid=2255926602&_trkparms=ispr%3D1&hash=item28a3983f39:g:r9cAAOSwuCBdzdm0:sc:ShippingMethodExpress!58102!US!-1&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDAeS9EQtjPGVfKXTxF0%252Bjic%252FthUrKAvh3ybkq1XF9x4yNnjG9FOiby7msCoPi1yxhHzMcl5xIRXM8a7UMXTehaPCkTD5brDlJF8Vzzi1NorcE%252BKaphEr18%252BMxMQvamkgYcOvFyr2LGzaq43msSCxhxvFCmHuJt3oIYBGfaVPTqGNiRZ%252BhZyN2m61gLUC%252B5EEJIw8Vd15Nl1Y96P6ND6czqEAqVk1%252FAo04USvoWqTb1DPvbciYl7HW0Y4LGrMbYdGlrj%252BlgFnl3smMa5LJPUnoY%252BV9IhJBLshTr56OASLX5ArdWPT1v81TxSCv%252FbU5Pyem2Mxy1kLsaZvh4nfchAQzkJrMlTsGK%252F2WchkdDNIFbXcV7752gVvUb40j07zTT9crBjuZNsFWa1zndsdkdQz0qj9%252Bdv9qh9GkuvDnjnB%252BWqdknU0xQSjecFIvTvXT2gI6KVmsFWSPN5TpVKvvzE0PqWd3wg2t7%252Fx%252F8wi8VtbFRBGmysoeB6s%252FLShxw6bQ0VoQLw6qUMQgmGb9iWY2ICvXoj7sYI9kKhYeAhD9s8UNsuoqX4CYrhBhRn%252BQMIUFUcIPqV8yf%252FW8Bjc8ctjysQNBODECXUiUQHddlwVQm26PYIymkfXejHX7bLwNLHdCqImxtbzjyBkQ7D%252FpzFs%252BR5QXRQUrhdKFvGybtCmhKzHlG1JTqSQmQJXk1%252F%252FLfSGTDSJrUEcZoihyCeRWxvifsP1OOYVsc%252B%252FsvIqF19FvsrzNsD6EVfMbcVgNq5XOpWMCN97S3cakEx8d6FFn4xdZC7p%252FX8rx2J%252BllkoIapWPUbRSeo7%252FFCyOnNPKQy%252BnRzLyH6F%7Cclp%3A2334524%7Ctkp%3ABFBM_smoirZf
JBL BELL AIRE D42020 (D216/075/N2400) SPEAKER SINGLE JET BLACK Rare,0.0,0,3200.0,,https://www.ebay.com/itm/324933693637?hash=item4ba78eb0c5:g:WFwAAOSwYZRhs71Y
"JBL L-100 Quadrex"" PAIR""  (2) two foam speaker grille BLACK - USA  FAST SHIPPING",0.0,0,185.0,,https://www.ebay.com/itm/324927535724?hash=item4ba730ba6c:g:PSkAAOSwrVRhr7Tu
JBL 4408 Walnut Studio Monitors working well tested consecutive serial numbers,0.0,0,525.0,,https://www.ebay.com/itm/154733416103?hash=item2406d48ea7:g:GcAAAOSwBShhq63I
JBL Flip 4 Portable Bluetooth Speaker  - Black,4.5,773,46.0,,https://www.ebay.com/itm/234324593862?epid=20032261767&hash=item368ed58cc6:g:YOoAAOSwcKhhsQ2M
"JBL Flip 4 Portable Bluetooth Speaker  - Black, NEW SEALED, Free Shipping",4.5,773,89.99,,https://www.ebay.com/itm/304252716692?epid=20032261767&hash=item46d6e00694:g:e7gAAOSwHxNhrCxf
JBL Flip 5 Portable Waterproof Speaker -jblflip5 bluam-blue,5.0,159,80.0,,https://www.ebay.com/itm/393780434273?epid=12033518463&hash=item5baf249561:g:mEcAAOSwXOphrDTP
JBL - GO3 Portable Waterproof Wireless Speaker - Blue *GO3BLU,5.0,27,22.99,,https://www.ebay.com/itm/393784605064?epid=17042212035&hash=item5baf643988:g:Di8AAOSww~thtOIa
JBL Pulse 4 Wireless Waterproof Bluetooth Portable Speaker White,5.0,4,149.95,,https://www.ebay.com/itm/294624588023?epid=19034377616&hash=item4498fe70f7:g:zqcAAOSwbAFhs6YE
Jbl Model L100 Century,0.0,0,350.0,,https://www.ebay.com/itm/294615658340?hash=item4498762f64:g:B04AAOSwKkhhnFk0
